id,p_code,procurement,unit_price,pref_order_qty,unit_meas,mfg_lt,curr_stock
2778,HTN236237,M,569.65,459,LBS,19 days,4442
2779,IHT150355,B,553.57,53,LBS,,7246
2780,NNU892956,B,985.85,406,LBS,,8303
2781,DPG247638,M,724.15,483,EA,3 days,8253
2782,SML673755,B,94.52,1,KG,,3404
2783,LCD108444,M,130.4,313,M,16 days,472
2784,VHO567946,M,195.61,149,EA,28 days,5923
2785,MHT649447,M,269.75,157,EA,24 days,2352
2786,NHC921404,B,515.34,294,FT,,4295
2787,OSZ870454,M,577.74,218,KG,28 days,2154
2788,ZEZ129596,M,593.12,114,KG,6 days,6334
2789,MJJ498552,M,574.8,360,KG,17 days,7805
2790,QWX994520,B,375.83,462,M,,8306
2791,HJJ020879,B,738.5,129,M,,4603
2792,MTH009590,B,402.27,448,FT,,9736
2793,TTJ964505,B,601.55,364,KG,,2602
2794,NIH654701,M,372.77,492,KG,11 days,1878
2795,MNJ724160,B,268.71,89,M,,9851
2796,WMJ896015,M,837.99,464,LBS,3 days,8196
2797,USI234556,M,351.47,324,KG,12 days,6241
2798,YNY275944,B,755.43,416,LBS,,6864
2799,AUH531284,B,975.11,9,KG,,5107
2800,MAA040973,B,361.62,480,FT,,6510
2801,FJB559556,B,890.45,114,KG,,1048
2802,VQB324021,B,699.36,396,KG,,492
2803,KNV284536,B,438.35,84,FT,,6746
2804,BMM835537,B,534.67,315,KG,,816
2805,XSJ114655,B,80.18,8,M,,6355
2806,CUP434184,M,425.26,96,LBS,2 days,5478
2807,HBU527720,B,662.34,455,M,,3227
2808,BHE730802,M,210.42,385,LBS,3 days,2464
2809,PIS850773,M,180.78,440,LBS,22 days,919
2810,WXW713472,M,73.73,469,M,14 days,9839
2811,XEZ271199,M,309.38,258,KG,5 days,4149
2812,UQM087620,B,111.7,420,LBS,,8041
2813,SFO992990,M,7.27,371,FT,18 days,3306
2814,KYK663441,M,7.56,74,M,15 days,7208
2815,WNZ743642,M,22.12,226,LBS,27 days,4561
2816,PEC839765,B,0.82,264,LBS,,562
2817,SHX494946,M,515.14,483,EA,18 days,3413
2818,OMM819664,M,482.76,399,FT,25 days,6514
2819,SLP632864,M,872.86,252,KG,6 days,996
2820,QMN604323,M,871.34,313,FT,11 days,1226
2821,VPD874413,B,287.4,267,FT,,2639
2822,BVC245373,M,136.05,364,M,19 days,4053
2823,FED489186,B,45.05,55,M,,8014
2824,YNA553959,B,800.62,276,M,,5581
2825,TCL198960,B,601.61,284,LBS,,3285
2826,MAH036647,M,54.83,205,LBS,14 days,3252
2827,SQO506893,B,637.22,192,M,,9973
2828,DHP566385,M,82.23,397,FT,8 days,3783
2829,NCP922683,M,448.05,190,EA,27 days,8500
2830,GTC893382,M,489.24,342,FT,12 days,6933
2831,OWQ272628,B,845.62,60,KG,,5678
2832,FBO390499,B,977.35,308,KG,,5160
2833,SDK849240,M,222.43,295,FT,11 days,2082
2834,NZF300662,M,980.94,260,LBS,30 days,9957
2835,BOB133259,M,364.95,466,EA,5 days,1414
2836,WAS639341,M,293.61,382,LBS,1 days,9436
2837,OTK547530,M,585.95,472,LBS,8 days,8959
2838,ZXY812979,M,979.5,346,KG,15 days,8943
2839,SBJ285598,B,658.72,297,LBS,,494
2840,DVR175631,M,450.36,129,M,16 days,6479
2841,GYR094929,B,813.47,364,M,,1285
2842,BHJ130333,B,269.23,30,M,,4164
2843,DRW826116,M,302.98,275,LBS,30 days,7478
2844,CAL711639,B,940.66,321,KG,,7869
2845,VOS570119,B,916.44,257,M,,5559
2846,TIZ443613,B,3.83,240,FT,,3851
2847,QWG897358,B,297.29,329,LBS,,7858
2848,XEK497729,B,352.06,260,M,,6335
2849,KXJ341882,B,632.35,302,KG,,2292
2850,FTW412650,M,221.08,96,FT,17 days,4893
2851,QWO919235,B,825.83,28,KG,,2157
2852,YJI320222,M,132.63,119,KG,4 days,8169
2853,MHS158464,M,418.58,430,M,9 days,2416
2854,CVJ691246,B,351.62,277,FT,,2890
2855,ACR399051,B,6.24,224,M,,3795
2856,RGK636016,B,423.81,161,M,,2848
2857,NYT424415,M,752.02,83,M,7 days,6076
2858,RBL889860,M,766.87,198,LBS,27 days,2567
2859,AIK246381,B,278.61,177,EA,,7100
2860,LCK976662,B,303.92,211,FT,,6760
2861,XMH956408,B,431.41,383,FT,,5613
2862,SIN804918,M,445.01,207,EA,12 days,1082
2863,CRO381602,B,606.06,245,FT,,7089
2864,NBZ884042,B,310.99,309,KG,,6768
2865,MFT058452,M,204.41,247,M,20 days,6276
2866,YTT439968,B,964.19,495,LBS,,6384
2867,LVC630388,B,761.89,445,KG,,6335
2868,MYB715962,B,968.38,268,LBS,,9136
2869,SCT857978,B,847.28,138,M,,4926
2870,TXA580270,B,887.26,352,FT,,8042
2871,MTG486555,B,654.48,122,FT,,5966
2872,DKU774458,B,933.34,408,KG,,4448
2873,IEM211689,B,864.47,221,LBS,,5163
2874,PTX398947,M,211.32,423,KG,13 days,1540
2875,WYI751993,B,374.19,114,EA,,6717
2876,GKX288657,M,133.48,129,KG,13 days,6452
2877,LKQ363333,B,740.74,27,FT,,1256
2878,BZT833655,B,765.47,348,KG,,8674
2879,EWH508940,B,378.92,19,M,,178
2880,SUF046680,M,942.29,265,M,18 days,3474
2881,QVG405961,M,933.18,6,FT,25 days,6899
2882,LFE919004,M,982.38,75,KG,13 days,9230
2883,VLK521648,B,587.99,125,LBS,,8002
2884,AHX537392,M,535.8,415,FT,23 days,5920
2885,KFH091920,M,473.47,196,M,11 days,6736
2886,BTT523913,B,920.21,319,FT,,6915
2887,YPO006737,B,825.76,76,M,,7334
2888,VFN268014,M,448.04,425,EA,15 days,4436
2889,LBL788899,M,4.55,392,EA,16 days,2286
2890,DBL465944,M,50.83,422,EA,27 days,3007
2891,GGY522328,M,764.39,42,FT,7 days,7550
2892,HYT155835,M,436.6,455,LBS,18 days,1127
2893,ALP385199,M,635.33,60,FT,6 days,4822
2894,SOE940666,B,349.02,328,FT,,9523
2895,VRA859737,B,140.05,413,M,,5708
2896,JRY138020,M,46.53,144,KG,2 days,3139
2897,WOL756587,M,915.94,111,M,5 days,1509
2898,MPF906259,B,894.93,353,FT,,3118
2899,GFZ524253,B,869.19,35,FT,,8421
2900,XNU685929,M,978.64,173,EA,5 days,8869
2901,IYY377053,B,229.41,108,EA,,2965
2902,YYN000943,B,556.83,242,LBS,,2734
2903,SSA266148,B,425.49,136,M,,2907
2904,YEE693587,M,696.0,344,EA,14 days,5644
2905,QAQ641860,M,23.12,88,EA,30 days,972
2906,XSA452597,M,246.67,226,FT,17 days,6619
2907,RAP586248,B,791.08,165,EA,,2895
2908,IRH243010,M,761.9,60,EA,4 days,8471
2909,VZV564986,M,694.45,248,FT,3 days,9941
2910,TVZ866490,M,678.0,344,FT,24 days,1028
2911,ENR191671,B,737.9,281,FT,,4951
2912,RXU815053,M,899.29,64,KG,11 days,8208
2913,LSZ041514,M,904.69,255,EA,5 days,3749
2914,LKR109239,M,136.7,325,KG,16 days,1830
2915,VVK387169,B,191.06,153,KG,,791
2916,HYO748472,B,622.06,170,EA,,7215
2917,BJU892524,B,242.1,12,LBS,,4802
2918,ZRC269947,B,478.5,104,M,,989
2919,NJR612841,M,527.5,189,KG,4 days,2353
2920,JHH053508,M,536.96,98,KG,26 days,2926
2921,CMJ617735,M,687.39,202,FT,21 days,1737
2922,XEY148786,M,375.71,101,M,9 days,3140
2923,EPD257552,B,553.73,180,EA,,846
2924,TVG906674,B,252.26,135,FT,,8285
2925,PXR868790,B,9.04,484,FT,,2208
2926,ISQ220152,M,224.84,268,FT,21 days,5274
2927,VZU694002,B,49.7,465,M,,9262
2928,YFD323684,M,950.92,346,LBS,6 days,5692
2929,YSM832024,B,842.25,183,KG,,2691
2930,RJR946167,B,50.33,400,KG,,7574
2931,IIX921753,M,828.9,169,EA,9 days,9378
2932,NXW807080,B,968.7,490,M,,9236
2933,TQY636053,B,974.37,212,FT,,589
2934,YXN906722,M,462.75,471,LBS,18 days,7257
2935,SLA318494,M,149.71,89,KG,23 days,8258
2936,TSU588331,B,408.93,15,KG,,9532
2937,AJH539235,M,666.86,327,M,1 days,9169
2938,GXQ204855,B,731.04,59,M,,8216
2939,YWH408259,M,172.78,335,EA,21 days,6205
2940,RXG983030,B,385.37,261,KG,,6844
2941,OFB103871,M,948.75,196,LBS,7 days,2346
2942,KAO307158,B,930.76,158,KG,,5542
2943,TQF722208,M,626.57,85,LBS,13 days,4823
2944,YQN289701,B,819.96,215,KG,,4149
2945,AQK457108,B,268.4,258,EA,,7550
2946,PSJ496279,B,153.93,7,M,,5901
2947,SHD694896,B,148.93,59,KG,,6713
2948,LQI866726,M,595.49,92,KG,22 days,6800
2949,YMP815063,M,764.66,82,EA,21 days,5717
2950,WTR090728,M,941.89,20,FT,19 days,2336
2951,WZH824962,B,698.77,135,M,,4119
2952,BJM212440,B,893.34,157,LBS,,5520
2953,JPC649720,M,402.28,263,M,8 days,6495
2954,ECC997494,B,421.19,349,M,,4665
2955,ZYF726923,M,720.07,43,LBS,20 days,7989
2956,RTZ064384,B,921.47,438,KG,,1172
2957,ZXQ954238,M,404.44,429,LBS,8 days,4053
2958,MIJ174436,B,140.42,446,KG,,3621
2959,WNH359029,B,336.51,346,EA,,5337
2960,POY562897,B,212.41,248,KG,,9985
2961,RHB889662,B,710.61,380,LBS,,4196
2962,BHK913117,M,217.0,244,FT,16 days,2971
2963,DFX199278,B,65.39,266,EA,,6796
2964,LFR471325,B,274.16,495,M,,9143
2965,NGY350702,M,211.54,327,EA,18 days,6549
2966,MPS746618,B,928.96,168,FT,,1248
2967,CGD733224,B,295.66,214,LBS,,2641
2968,TLD608412,B,578.44,220,EA,,6010
2969,EQG178642,B,818.27,141,M,,8477
2970,LPL151629,M,436.26,336,EA,22 days,6304
2971,THI930166,B,562.97,330,FT,,2543
2972,IJI053731,M,391.27,241,FT,19 days,2849
2973,SMB158727,M,193.66,355,M,12 days,370
2974,QGB483226,B,221.26,84,M,,7573
2975,KNS182732,M,291.95,261,M,25 days,4499
2976,ZRD016025,M,380.59,290,M,5 days,9566
2977,XZK017600,M,616.55,400,M,13 days,7714
2978,IVD630769,B,994.97,154,M,,9309
2979,QVT874949,B,323.7,93,FT,,9877
2980,YUR595068,M,785.12,177,FT,7 days,5568
2981,QAI011704,M,629.33,163,EA,5 days,702
2982,JOI651698,B,161.76,368,LBS,,3048
2983,EZR433691,M,570.06,249,M,1 days,8240
2984,KLA958291,B,527.7,215,M,,3323
2985,ZYU490901,M,587.17,443,LBS,17 days,4232
2986,URA316749,B,237.14,346,KG,,2399
2987,VAK064990,M,548.17,11,FT,3 days,4997
2988,ZKR768311,M,323.49,490,KG,19 days,6236
2989,YZH353281,M,191.28,487,M,2 days,4191
2990,YVS601754,B,982.9,261,M,,4362
2991,SUI645830,B,88.33,447,M,,9550
2992,ZBV565236,M,386.04,435,KG,20 days,5849
2993,UPE093857,B,144.41,223,M,,5723
2994,RFF443222,B,219.33,474,EA,,1921
2995,PGC901351,M,57.99,34,M,15 days,8555
2996,NIH486905,B,588.52,262,FT,,7621
2997,DVW783515,B,196.1,416,M,,2825
2998,VNY429655,M,974.19,4,M,17 days,1663
2999,RAF219559,B,962.2,263,EA,,3253
3000,GIH283974,B,712.14,318,FT,,2249
3001,IGI992460,M,919.31,84,FT,2 days,6730
3002,AST989676,B,901.31,220,KG,,6217
3003,TNT069811,M,330.38,40,FT,21 days,6759
3004,NDF855473,M,232.03,15,M,4 days,7796
3005,NQZ720127,M,524.34,252,EA,17 days,5479
3006,JSM051446,B,889.62,104,FT,,4427
3007,VPM119109,B,611.24,27,KG,,8607
3008,SMO317828,M,438.26,77,FT,22 days,2264
3009,IYY125110,M,751.58,311,M,30 days,811
3010,YXQ114439,M,281.12,307,LBS,20 days,9249
3011,HOK464376,M,136.44,428,KG,16 days,2080
3012,YUD291910,B,221.22,329,FT,,4444
3013,ILU986283,B,909.46,146,M,,6740
3014,RIS856308,B,29.05,338,FT,,2468
3015,TBE140583,B,977.07,47,EA,,7337
3016,STW665651,M,728.71,272,EA,25 days,298
3017,RYL718613,B,238.11,485,M,,2465
3018,HOZ407926,M,141.62,246,LBS,4 days,2834
3019,VYM939062,B,513.87,356,M,,1739
3020,MBZ913176,M,333.76,25,M,5 days,2150
3021,MZE855305,B,224.37,50,FT,,1480
3022,LFN587807,B,671.35,93,EA,,3954
3023,YGL760878,M,628.61,254,FT,5 days,621
3024,WQY471457,M,412.77,258,KG,8 days,7148
3025,XTI083210,M,49.96,47,M,8 days,2935
3026,VXM912591,M,839.81,499,FT,12 days,1299
3027,HQJ941746,M,728.16,236,KG,24 days,2644
3028,JAN733392,M,87.37,212,KG,24 days,6014
3029,PBR463699,B,99.38,406,FT,,8279
3030,IVQ176163,M,408.8,452,M,15 days,5799
3031,APV147167,B,102.81,106,FT,,2411
3032,ZHS726276,M,400.9,359,EA,2 days,5313
3033,OZQ237331,M,540.94,108,FT,5 days,9974
3034,GZS489164,M,226.0,220,FT,2 days,7638
3035,NGY304220,B,812.02,273,EA,,6930
3036,ZKY223386,B,983.74,414,FT,,2902
3037,WTE487863,M,859.81,395,KG,1 days,7238
3038,PEF916020,B,804.79,230,LBS,,8600
3039,CXP875616,M,158.08,286,M,16 days,5794
3040,XGC704530,B,217.87,241,FT,,1049
3041,WAQ110024,B,227.85,134,LBS,,7534
3042,QBG367837,M,327.29,162,EA,30 days,1583
3043,WJN953264,M,406.76,329,KG,19 days,1383
3044,TMU072619,B,696.72,249,KG,,3020
3045,BEC932973,M,248.34,389,EA,23 days,4714
3046,JAH196540,M,698.6,212,KG,4 days,3627
3047,VAV513459,B,932.74,41,KG,,1228
3048,WRM274769,B,319.51,275,EA,,4800
3049,AVD313943,M,218.48,22,KG,16 days,3822
3050,XSC611970,M,584.7,201,FT,21 days,2202
3051,ZZY586793,M,499.45,226,KG,11 days,1656
3052,ZDK049265,B,966.55,299,LBS,,1404
3053,XNP386809,M,580.54,64,M,16 days,132
3054,WED884829,M,2.93,343,LBS,2 days,8843
3055,VLF346330,M,954.88,99,FT,6 days,9943
3056,CHO973363,B,974.86,468,KG,,9999
3057,RAF778217,B,8.62,135,LBS,,7136
3058,JIU907696,B,319.46,325,LBS,,8418
3059,TPG953744,B,272.84,153,KG,,6286
3060,IHP740298,M,877.45,331,M,1 days,9051
3061,SBR257958,B,292.04,271,M,,189
3062,RSL814558,M,67.16,272,FT,26 days,8501
3063,WKE759326,B,877.9,469,EA,,3984
3064,LHI651896,M,131.95,19,FT,5 days,5021
3065,UCX978688,B,985.98,377,KG,,5284
3066,GMA160611,B,709.73,216,EA,,2592
3067,DQE616709,B,456.42,368,KG,,7456
3068,AFH241529,B,596.47,250,LBS,,122
3069,GZS727964,M,556.38,468,EA,6 days,4815
3070,CSQ879059,B,802.84,206,EA,,1772
3071,MPZ939696,B,412.19,464,KG,,1580
3072,ARP643016,M,990.54,224,FT,8 days,2608
3073,WSN653608,B,71.63,52,LBS,,3628
3074,UQV620730,B,236.89,263,EA,,6682
3075,QNJ304967,B,181.12,228,KG,,4323
3076,JUE810644,M,391.84,66,M,21 days,539
3077,TFY288172,M,9.92,374,LBS,17 days,8704
3078,BII254331,B,140.23,153,KG,,1421
3079,QBK163269,B,337.88,256,FT,,4329
3080,RGA439532,B,390.97,144,FT,,4948
3081,QFF417982,B,174.88,86,KG,,6471
3082,EAD100570,B,282.99,60,EA,,9789
3083,TJI245722,B,974.4,460,KG,,5594
3084,SXI059279,B,261.04,452,KG,,4648
3085,SIN384427,B,965.78,219,KG,,788
3086,KJF310171,B,796.66,28,M,,5435
3087,QZF691223,B,876.64,378,M,,1579
3088,WNO944599,M,675.35,449,KG,2 days,9680
3089,ONC247365,M,41.53,87,LBS,20 days,3278
3090,QYI242085,M,631.68,456,KG,19 days,6419
3091,IOF735699,B,898.78,4,KG,,2355
3092,TXF450866,B,668.61,104,EA,,2859
3093,PWQ687338,B,460.5,440,M,,3744
3094,DTN777118,M,285.11,152,FT,23 days,9601
3095,HBB721633,B,704.83,28,EA,,9576
3096,AHX010462,B,370.75,59,FT,,3368
3097,OGU923008,B,216.01,277,EA,,1949
3098,PNN120276,M,356.61,125,EA,30 days,5045
3099,LVK720987,M,707.89,214,FT,11 days,2037
3100,XMD599289,M,507.16,326,EA,14 days,5590
3101,HDP268658,B,539.77,294,FT,,8256
3102,QGM849757,M,191.39,243,M,17 days,2347
3103,UYU820637,M,806.56,106,FT,19 days,6043
3104,CIX351152,M,870.12,300,KG,7 days,8234
3105,XXH322379,M,720.46,240,M,7 days,8500
3106,VAH969976,B,802.96,122,M,,2896
3107,RLL764518,B,207.13,165,EA,,155
3108,ZOR160270,B,949.26,56,LBS,,3473
3109,JTX966974,M,435.25,453,FT,27 days,5971
3110,AFX872874,M,365.24,357,KG,20 days,5478
3111,RSS546336,M,197.35,483,M,17 days,3823
3112,XBO474678,B,336.4,217,LBS,,4096
3113,IKR313149,M,594.61,324,KG,10 days,577
3114,LIW092082,B,59.96,125,EA,,4484
3115,XEM399629,M,988.6,173,FT,1 days,4793
3116,WSO937788,M,65.5,180,LBS,23 days,2905
3117,WYD320287,B,770.95,53,EA,,790
3118,EDR964805,B,933.71,32,EA,,6040
3119,MPX811303,B,220.66,99,M,,7905
3120,UHQ358572,B,839.76,406,M,,7095
3121,IFN782409,B,222.04,207,LBS,,9256
3122,KAT842899,B,253.6,139,EA,,308
3123,TYZ488992,M,669.39,263,M,30 days,1804
3124,QYJ849808,M,415.43,95,M,9 days,9672
3125,TGE519938,M,412.34,230,KG,19 days,4938
3126,LZU600395,B,153.14,143,KG,,2353
3127,OXD164656,B,751.13,298,EA,,9460
3128,TQV352172,B,603.32,357,FT,,893
3129,GHX613871,M,716.87,305,KG,3 days,2771
3130,ZME262168,M,552.94,169,KG,13 days,9177
3131,OPW178637,M,87.79,338,KG,28 days,5190
3132,LWG511922,M,928.68,369,EA,5 days,161
3133,AWA368839,M,629.01,150,FT,29 days,5824
3134,MBQ001742,B,421.56,287,FT,,7291
3135,NXD750524,M,584.32,28,LBS,7 days,8150
3136,EZZ464271,B,380.93,70,LBS,,553
3137,RXK899549,B,219.7,446,LBS,,5276
3138,YAP402953,B,641.21,426,EA,,9460
3139,DPE888128,B,897.29,361,M,,9708
3140,QQT881307,M,942.64,89,KG,25 days,6179
3141,NXV538690,M,894.94,200,FT,24 days,8589
3142,TGI325747,B,797.88,267,LBS,,2853
3143,OUJ861839,B,658.25,151,KG,,8207
3144,RGS830481,B,261.68,387,FT,,7809
3145,LAF975139,B,3.31,452,EA,,1467
3146,PYT326996,M,702.15,209,M,13 days,3353
3147,KRY497715,B,733.59,312,KG,,9409
3148,BZB984630,M,366.82,107,KG,14 days,2032
3149,KKM346952,M,673.99,266,FT,21 days,4926
3150,NJN708461,M,746.67,334,M,13 days,9982
3151,NMZ152026,M,271.01,434,LBS,26 days,5675
3152,TXC512104,B,27.11,351,M,,239
3153,FXK791536,B,365.45,8,M,,609
3154,KIO936468,B,920.77,435,M,,6404
3155,OBJ714564,B,35.68,293,KG,,1056
3156,YXN291546,B,689.33,335,EA,,4577
3157,DXC052072,B,735.92,252,FT,,6668
3158,TNZ572940,B,315.23,209,FT,,9166
3159,TFL265918,B,709.55,152,KG,,1384
3160,MTH647222,B,855.98,6,FT,,9823
3161,LBC067830,M,646.51,408,EA,18 days,4140
3162,OXD100186,B,889.14,251,LBS,,9522
3163,YPQ660610,M,36.39,39,EA,21 days,6673
3164,QPV453803,B,29.08,264,KG,,345
3165,KYL794911,M,792.02,114,KG,24 days,5348
3166,WFF402435,B,501.09,193,FT,,1668
3167,IIF578991,M,118.67,466,FT,11 days,2086
3168,RZV895259,M,979.64,381,KG,8 days,308
3169,IZG617920,M,113.83,435,M,25 days,157
3170,WJH171260,M,95.63,226,M,12 days,2540
3171,PVH359974,M,936.67,185,LBS,29 days,5004
3172,GXG954598,M,588.32,440,M,9 days,1183
3173,KHV221333,B,315.48,86,KG,,5530
3174,CSM430443,M,660.22,211,EA,19 days,7891
3175,YIO020195,M,217.69,436,KG,5 days,3606
3176,OQS164321,M,264.89,198,M,29 days,8654
3177,VCQ207882,M,236.32,56,FT,9 days,9321
3178,GWR729158,B,721.31,77,KG,,406
3179,FGO747531,B,692.99,246,FT,,1753
3180,WSY376608,B,597.11,468,KG,,9454
3181,PAO947740,B,83.69,287,EA,,2116
3182,PSN393365,B,866.74,135,M,,8468
3183,OOL726621,M,259.95,215,EA,2 days,1462
3184,RRW943596,B,352.53,469,EA,,8702
3185,AHA448657,M,67.42,8,KG,17 days,8812
3186,XDF310173,B,801.81,123,FT,,9062
3187,ODA999395,M,337.02,192,EA,28 days,9384
3188,IGD749041,M,357.02,434,FT,12 days,8954
3189,FWR521506,M,909.52,232,M,8 days,2597
3190,GTS485496,M,205.2,128,M,7 days,1480
3191,KPT660600,B,708.3,313,EA,,7554
3192,FVG029546,B,49.42,319,KG,,4408
3193,PFI083029,M,316.73,143,LBS,19 days,8403
3194,NRZ289981,M,23.96,211,LBS,7 days,3551
3195,RSV334596,B,645.02,20,EA,,2561
3196,GWQ766729,M,671.64,195,KG,7 days,3642
3197,JLR106815,B,920.12,239,EA,,344
3198,OHD241654,B,570.31,124,FT,,9298
3199,AVN186325,M,577.67,107,FT,3 days,4684
3200,ICR296010,B,2.73,417,LBS,,7
3201,TWM841264,M,851.26,382,EA,9 days,6936
3202,HTI464530,B,852.63,355,LBS,,212
3203,XOL941246,B,918.19,319,EA,,6679
3204,KJS353204,B,163.3,49,M,,4553
3205,OLH148216,M,850.93,488,M,26 days,2169
3206,ZUX014180,M,758.09,455,KG,7 days,8146
3207,MZV990754,M,268.02,403,M,24 days,2732
3208,PGO799053,B,621.17,347,EA,,1836
3209,KSE299225,M,552.94,266,FT,15 days,4331
3210,XYX674300,M,675.11,139,LBS,9 days,4277
3211,FIJ462466,M,551.41,70,M,16 days,508
3212,KJK327378,M,289.85,348,EA,4 days,523
3213,MZX583381,B,489.48,28,FT,,8515
3214,ILK375886,B,198.68,478,M,,662
3215,MZV733022,M,877.95,372,M,4 days,4113
3216,QAZ522771,B,420.33,358,KG,,6634
3217,LXS735230,M,985.91,299,KG,8 days,3062
3218,MBG893668,B,958.44,190,FT,,7595
3219,ACC056986,B,158.07,17,KG,,3071
3220,MKN115331,M,448.06,195,M,5 days,7871
3221,FDS488099,M,759.23,24,FT,8 days,5639
3222,KFU455032,B,866.51,488,LBS,,1428
3223,YVF423159,B,228.3,440,FT,,2102
3224,VHK608565,M,713.19,271,EA,6 days,4254
3225,ZDO621143,B,601.43,225,FT,,674
3226,QWD519961,M,301.63,198,M,18 days,8475
3227,TJH791846,M,427.39,420,KG,1 days,8215
3228,PUS835702,B,767.75,420,EA,,1914
3229,RFE655363,B,49.58,276,FT,,2825
3230,LXB373200,M,190.06,218,M,18 days,1020
3231,ATV125333,M,895.34,67,EA,15 days,5734
3232,BAI565610,B,602.16,202,M,,8874
3233,VIF534451,B,800.5,344,M,,4376
3234,ENG109527,B,798.62,320,M,,2413
3235,CIU069042,M,82.31,144,LBS,26 days,9118
3236,SLC569120,M,749.12,147,FT,24 days,778
3237,NIP384848,B,779.04,336,LBS,,9369
3238,AFF849157,B,477.77,201,EA,,688
3239,FSN944100,M,222.38,194,KG,15 days,4563
3240,ZGL823007,B,442.42,185,LBS,,8750
3241,BBF939818,M,945.44,173,EA,10 days,716
3242,NUA480744,M,314.61,434,M,20 days,6698
3243,ZYC741254,M,468.81,192,FT,10 days,3875
3244,VXN556199,B,587.66,447,EA,,1510
3245,MEO226316,M,190.46,292,EA,8 days,3239
3246,WCC460872,M,696.85,132,LBS,24 days,838
3247,HVL526210,B,779.7,35,M,,1473
3248,EMY451910,M,544.25,170,FT,3 days,6100
3249,VII851370,B,353.53,388,KG,,2413
3250,BNJ853040,B,585.74,429,LBS,,8875
3251,CLK013581,M,832.86,76,M,18 days,8117
3252,APT338274,B,643.35,141,M,,7771
3253,YJE311814,B,215.88,248,FT,,9172
3254,JKY379555,M,46.12,426,FT,23 days,8458
3255,LZR559384,B,152.13,329,KG,,392
3256,JTG299143,M,303.15,346,LBS,19 days,1032
3257,NIB367703,B,414.04,402,LBS,,1696
3258,VRG027684,M,142.63,444,EA,23 days,6623
3259,BPF483616,M,746.24,442,KG,3 days,8552
3260,MAM259289,M,107.08,244,KG,2 days,154
3261,CDX423283,M,505.65,408,FT,27 days,3330
3262,CUX740528,B,457.43,314,LBS,,2584
3263,QRB346347,M,788.93,323,M,7 days,6441
3264,GRC647766,B,387.24,347,FT,,8129
3265,THU486512,B,719.03,365,KG,,6251
3266,AWA671566,B,211.84,24,EA,,1609
3267,MWZ405420,M,401.37,145,EA,16 days,5952
3268,QVN725617,B,872.32,328,EA,,6251
3269,XZI478198,B,157.31,56,FT,,4310
3270,CHF514711,B,91.19,51,LBS,,6205
3271,VZI740236,M,567.72,469,EA,7 days,3035
3272,JRW668199,B,129.03,492,LBS,,4405
3273,MBH005339,M,713.94,237,FT,2 days,1928
3274,XXY159383,M,15.96,230,M,22 days,5530
3275,VWY909993,B,772.82,176,KG,,9588
3276,EWB171506,M,481.45,75,KG,2 days,9361
3277,VPU112472,M,293.18,92,M,16 days,3040
3278,AUZ708665,M,29.62,263,FT,8 days,9757
3279,FSR494283,B,637.21,41,EA,,556
3280,IPJ064088,B,993.41,26,KG,,4539
3281,WBB095399,M,867.43,152,KG,10 days,7833
3282,ISU405590,M,636.05,367,LBS,10 days,1298
3283,OGX645050,B,824.42,316,FT,,5850
3284,PVX001604,M,429.88,148,FT,29 days,4488
3285,IGP611486,M,502.04,88,M,15 days,2903
3286,EDL869280,B,162.94,393,LBS,,1796
3287,MCQ695977,B,479.34,77,EA,,3979
3288,PXI875062,M,414.02,430,LBS,2 days,5136
3289,ZKW206888,M,788.99,128,LBS,29 days,9384
3290,GAO578891,M,262.16,470,FT,17 days,6009
3291,PMI905590,M,849.31,103,KG,14 days,5486
3292,AAJ992651,M,888.23,133,LBS,16 days,6524
3293,ZRY026012,M,399.98,179,M,26 days,3034
3294,YOX080976,B,348.36,389,FT,,8114
3295,ZHR695901,B,964.8,206,LBS,,1596
3296,XOA724646,M,154.12,185,M,22 days,5696
3297,VBB110887,B,805.6,109,M,,6181
3298,HRL729880,B,666.34,364,M,,6705
3299,VSM173379,B,465.26,195,KG,,6806
3300,JHL533768,M,119.84,339,LBS,30 days,3676
3301,WXT160883,M,923.54,376,FT,20 days,7656
3302,AJE556249,M,834.16,444,M,23 days,4247
3303,HLH378986,M,192.72,131,LBS,14 days,2834
3304,XNQ704025,M,823.68,332,EA,5 days,6083
3305,QIH793055,B,532.46,192,M,,1214
3306,GAE302347,B,945.76,472,KG,,4816
3307,LPR684278,M,460.11,310,KG,4 days,9053
3308,CBH252777,M,103.32,31,LBS,22 days,9308
3309,NWG354232,M,531.05,155,FT,24 days,7024
3310,MYF504423,B,142.31,110,LBS,,740
3311,ZNK441570,B,496.65,112,KG,,5519
3312,BDF609002,B,932.16,134,LBS,,6060
3313,APU767020,B,730.65,398,KG,,8347
3314,DIB426425,B,328.45,161,KG,,2399
3315,FYR043393,M,814.55,254,FT,7 days,4736
3316,BGH311409,M,995.64,104,M,22 days,3162
3317,API865476,M,918.2,341,FT,12 days,9605
3318,NAD540474,M,939.28,307,LBS,26 days,6989
3319,PXA119682,B,289.65,230,M,,7044
3320,HFO905523,B,4.1,108,FT,,1963
3321,QEV180732,M,107.98,497,LBS,19 days,3094
3322,XWN558648,M,980.4,293,EA,29 days,4725
3323,WYR244855,M,50.44,209,EA,10 days,9407
3324,CVI400649,M,404.88,439,EA,23 days,1262
3325,HMO026024,M,186.97,336,LBS,1 days,990
