order_no,line_no,order_stat,part,qty,unit_price,due,line_cls
SO-1379350,2,O,667,12,751.07,2023-11-12 11:17:06.618703,
SO-1379350,3,O,4193,19,768.76,2023-10-06 22:39:58.811957,
SO-1379350,4,C,6213,27,617.0,2023-10-27 00:42:06.192158,2023-10-29 07:40:55.636507
SO-8445298,1,X,5108,28,166.85,2023-09-26 03:33:49.934852,
SO-8445298,2,O,9560,41,1202.76,2023-11-12 04:27:42.985964,
SO-8445298,3,C,2810,11,291.1,2023-10-27 14:07:44.060662,2023-11-22 20:43:05.607122
SO-8445298,4,X,7382,39,258.38,2023-09-29 15:16:17.036903,
SO-9257654,1,X,5668,11,902.83,2025-04-13 11:19:19.560484,
SO-9257654,2,C,5825,8,859.36,2025-03-25 23:12:25.788189,2025-04-03 06:25:28.640700
SO-9257654,3,X,8281,23,400.59,2025-01-25 14:21:35.599346,
SO-2801469,1,X,2396,46,1188.68,2024-04-13 05:29:17.411082,
SO-2801469,2,X,6427,27,820.69,2024-06-20 02:07:48.186132,
SO-2801469,3,C,6749,20,1156.69,2024-05-25 02:37:32.222138,2024-06-15 09:06:04.302702
SO-2801469,4,C,3221,22,1190.88,2024-05-09 00:34:36.887420,2024-05-14 07:40:43.349111
SO-9097308,1,O,6898,34,1031.6,2025-03-11 10:15:26.015116,
SO-2917766,1,X,9255,48,889.54,2024-04-13 06:45:31.646219,
SO-2917766,2,C,1720,46,1487.73,2024-03-01 03:57:16.533062,2024-03-21 08:26:49.790659
SO-2917766,3,C,4910,2,248.84,2024-03-31 22:24:59.041433,2024-04-25 08:45:24.194755
SO-2917766,4,O,5347,21,1254.78,2024-03-28 02:39:11.106257,
SO-2917766,5,C,6124,44,1100.27,2024-03-21 09:13:45.698744,2024-04-08 14:41:16.632285
SO-2917766,6,C,9026,1,816.39,2024-04-06 19:15:02.524924,2024-04-28 07:13:52.659516
SO-6625831,1,C,4352,44,1134.96,2023-11-01 22:35:49.321465,2023-11-23 23:17:04.171398
SO-6625831,2,C,6404,33,805.82,2023-10-14 03:36:05.430708,2023-11-09 05:40:20.594516
SO-6625831,3,X,252,39,768.08,2023-09-23 03:48:02.411183,
SO-0580707,1,C,818,45,1391.6,2023-11-03 01:58:55.315692,2023-11-03 02:58:55.566857
SO-0580707,2,O,1426,35,1277.5,2024-01-06 17:47:36.600965,
SO-0580707,3,O,4064,31,1438.41,2024-01-10 02:24:45.278378,
SO-0271192,1,X,6338,19,1454.17,2024-04-21 16:18:13.832711,
SO-0271192,2,O,9255,45,1383.03,2024-05-01 13:34:28.443664,
SO-2708165,1,O,6887,19,567.32,2024-04-30 12:59:37.863723,
SO-2708165,2,X,8886,3,66.03,2024-04-06 07:48:52.898864,
SO-2708165,3,C,3749,41,1402.76,2024-04-19 04:23:57.866063,2024-05-09 05:12:24.622635
SO-2708165,4,C,9091,40,775.6,2024-04-21 16:42:18.297577,2024-05-11 07:45:23.514802
SO-5649137,1,X,8929,13,972.34,2025-04-25 15:51:55.870240,
SO-5649137,2,X,386,25,687.89,2025-02-12 08:53:07.176278,
SO-5649137,3,C,4919,50,357.47,2025-04-12 22:03:13.029549,2025-04-30 20:47:01.577859
